2019-03-09 18:25:31,"b""#UnitedAirlines' former food safety senior manager had filed a complaint in New Jersey Superior Court after quittin\xe2\x80\xa6 https://t.co/4nxbyjIEpG"""
2019-03-09 17:49:07,b'#unitedAIRLINES not boarding flight UA 3605 until someone volunteers to get off!!??'
2019-03-09 17:44:21,"b'""Have your mother #fly #AmericanAirlines next time""-this said by a @united rep after I called them 2X telling them\xe2\x80\xa6 https://t.co/SCOuSobzX8'"
2019-03-09 17:40:04,"b'RT @TravelAds1: RT @VintageAdz United Airlines, 1986.  #avgeek #B747 #UnitedAirlines https://t.co/tWuWywWBAB'"
2019-03-09 17:32:08,b'United birds at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO\xe2\x80\xa6 https://t.co/2C4RphPVTc'
2019-03-09 17:25:27,b'Sad day\xf0\x9f\x98\xa2I hit my beautiful #unitedairlines 25 year award and it broke like an ice cycle. United Airlines if you hav\xe2\x80\xa6 https://t.co/fvPEY7zRxu'
2019-03-09 17:20:07,b'#unitedAIRLINES\nLate incoming #3468 lands DFW now. Attendants deplane and inform gate attendant they are gonna take\xe2\x80\xa6 https://t.co/FqoMVL4uzd'
2019-03-09 17:19:46,"b'RT @PekalaLaw: #UnitedAirlines fires 35 employees, saying employees ""brokered"" travel benefits given to workers and their families.\n#Jobs #\xe2\x80\xa6'"
2019-03-09 17:16:44,b'Which airline we boycotting? Or is everything good again? #UnitedAirlines  #AmericanAirlines'
2019-03-09 17:11:01,b'@united @embraer UA5449 to Boise with same plane service UA5742 to Chicago \n#UA #UnitedAirlines #UA5449 #UA5742\xe2\x80\xa6 https://t.co/qHZNYV1IkZ'
2019-03-09 17:07:08,b'#UnitedAirlines fires 35 employees for abusing #travel #benefits\nhttps://t.co/4soy6h739V'
2019-03-09 17:00:25,b'$577* &amp; up -- United Airlines Flights to Sydney (Roundtrip) https://t.co/jPqNa8VqN9 #syd #iad #unitedairlines https://t.co/f7U5lpklsz'
2019-03-09 16:56:02,"b""it's been a week and no response from @united about my canceled flight #unitedairlines #badcustomerservice"""
2019-03-09 16:47:35,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-09 15:54:00,b'Hey United \xf0\x9f\x96\x95\xf0\x9f\x8f\xbd#unitedAIRLINES'
2019-03-09 15:32:25,b'#unitedAIRLINES apology accepted https://t.co/iZxJ9oM8tu'
2019-03-09 15:27:54,"b'Okay #unitedAIRLINES, you just about 100% ruined our family vacation. Things happen, I get it. But your lack of hel\xe2\x80\xa6 https://t.co/HEjYxpig3o'"
2019-03-09 15:12:38,b'#unitedAIRLINES the perk of flying first class with United\xf0\x9f\xa4\x97. Rude to everyone \xf0\x9f\x98\xac'
2019-03-09 14:35:23,b'@united No USB outlet and the power outlet doesn\xe2\x80\x99t work. I feel like it\xe2\x80\x99s 1994. Job well done \xf0\x9f\x91\x8d #united #unitedAIRLINES #airplanefail'
2019-03-09 14:25:44,"b'#UnitedAirlines -  just had the worst customer service at gate 26 Denver to DC. Book A22, now F38 - Gate agent is go fuck yourself.'"
2019-03-09 13:47:55,b'RT @SNspotter53: An United 757 landing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO #San\xe2\x80\xa6'
2019-03-09 13:47:40,b'RT @SNspotter53: Dual takeoffs from SFO!\nUnited @united #United #UnitedAirlines\nAlaska @AlaskaAir #Alaska \nSan Francisco @flySFO #SFO #SanF\xe2\x80\xa6'
2019-03-09 13:47:36,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
2019-03-09 13:47:29,b'RT @SNspotter53: An United 787 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO #SanF\xe2\x80\xa6'
2019-03-09 13:47:27,b'RT @SNspotter53: An United 777 taxing at SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO #SanF\xe2\x80\xa6'
2019-03-09 13:47:25,b'RT @SNspotter53: An United 737 taking off from SFO!\nUnited @united #United #UnitedAirlines\nSan Francisco International Airport @flySFO #SFO\xe2\x80\xa6'
2019-03-09 13:28:46,b'My breakfast on United Airlines.\n.\n#vietthao  #mcvietthao  #unitedairlines  #mymeal  #breakfast  #photooftheday https://t.co/ncVXtpQcSG'
2019-03-09 13:18:07,b'This is exactly why @united customers DON\xe2\x80\x99T fly on @SouthwestAir ...it\xe2\x80\x99s the last thing we want. @united I hope you\xe2\x80\xa6 https://t.co/iATGIyB2WG'
2019-03-09 13:16:37,"b""The #RocknSquad is ready to #run #RnRDC!  Let's do this!!!\n\n#RunningWhileBranded #marathon #UnitedAirlines #United\xe2\x80\xa6 https://t.co/kPzhXEEWPx"""
2019-03-09 13:02:15,b'The awkward moment your book makes your case overweight by one pound and the #UnitedAirlines staff give u a hard ti\xe2\x80\xa6 https://t.co/suzwSrAYd0'
2019-03-09 11:18:13,"b""Line is growing #UnitedAirlines\n\ny'all showing up to work today or nah? https://t.co/HKl9VYFgr1"""
2019-03-09 11:09:02,b'#UnitedAirlines having a line of 20+ people waiting to check in and no employees anywhere in sight is not a reassur\xe2\x80\xa6 https://t.co/pPK6XXO0Hr'
2019-03-09 10:58:22,b'RT @TrueNorthTravel: United Airlines Springs Forward With New Routes Starting This Month #tourist #unitedAIRLINES #Airport #travel #TravelS\xe2\x80\xa6'
